model_id,id,target,candidate,rouge1,rouge2,rougeL,rougeLs,chrf
bart_base,11,"[""A review aimed at modernising Alderney's financial relationship with Guernsey is due to take a year.""]","['It follows concerns over the way public services in Alderney will be funded in the future. The review involves measuring all the islands\' public costs and revenue, including Guernsey States-owned airline Aurigny and the island\'s public transport system, which is owned by the Government of the Isle of Wight and the French state of Montpellier and Montigny. Guernseys\'s Deputy Chief Minister Allister Langlois said there was ""a great deal of work to do"". He said initial work would involve gathering primary financial data, ""much of which has not been available to date"". ""Given the significant challenges facing Alderneys at this time, this review has never been more timely or more important,"" he added. It is not clear at present how much is spent on services and how much government revenue is generated. Guerssey States is responsible for making decisions about a number of services, including health, criminal legislation and policing. Two members of the States of Alderland represent the island in Guernice\'s parliament. The current arrangements stem from the 1948 agreement, which was drawn up after a large population drop blamed on World War Two. It was suggested by the UK Home Office in a bid to solve economic problems caused drop in']",0.089285714,0,0.044642857,0.044642857,15.92408552
bart_finetune,11,"[""A review aimed at modernising Alderney's financial relationship with Guernsey is due to take a year.""]","[""A review of the island's public finances is to be carried out, a government official has said.""]",0.342857143,0.060606061,0.342857143,0.342857143,24.19475591
bert,11,"[""A review aimed at modernising Alderney's financial relationship with Guernsey is due to take a year.""]","[""Two members of the States of Alderney represent the island in Guernsey's parliament. The current arrangements stem from the 1948 agreement, which was drawn up after a large population drop blamed on World War Two.""]",0.150943396,0,0.113207547,0.113207547,26.80277822
baseline,12,"['Across the African continent, internet penetration is low, computers are often too expensive to purchase, and online business transactions can be logistically complicated to execute.']","['By Meredith BakerBBC News, Johannesburg But the surge in mobile phone use - there are currently 695 million mobile phone subscribers in Africa - has given Africans a simple and pervasive means of sharing information and conducting business. In recent years, a few innovative African companies have found ways to harness the e-potential of mobile commerce and information sharing, changing the way in which Africans communicate and conduct business. SlimTrader, founded by Nigerian-American Femi Akinde, is an e-commerce firm that is meant to ease the exchange of goods and widen the online markets for Africans.']",0.148760331,0,0.099173554,0.099173554,28.42451904
t5base,12,"['Across the African continent, internet penetration is low, computers are often too expensive to purchase, and online business transactions can be logistically complicated to execute.']","['there are currently 695 million mobile phone subscribers in africa . a few innovative african companies have found ways to harness the e-potential of mobile commerce and information sharing . slimTrader, founded by Nigerian-American Femi Akinde, allows users to search for and purchase products via text message .']",0.194444444,0,0.111111111,0.111111111,30.60519968
t5_finetune,12,"['Across the African continent, internet penetration is low, computers are often too expensive to purchase, and online business transactions can be logistically complicated to execute.']","[""Africa's mobile e-commerce platform, Umuntu Media, is launching a new mobile ad platform, which allows users to search for and purchase products via text messages.""]",0.153846154,0,0.115384615,0.115384615,21.51125296
bart_base,12,"['Across the African continent, internet penetration is low, computers are often too expensive to purchase, and online business transactions can be logistically complicated to execute.']","[""By Meredith BakerBBC News, Johannesburg But the surge in mobile phone use - there are currently 695 million mobile phone subscribers in Africa - has given Africans a simple and pervasive means of sharing information and conducting business. In recent years, a few innovative African companies have found ways to harness the e-potential of mobile commerce and information sharing, changing the way in which Africans communicate and conduct business. SlimTrader, founded by Nigerian-American Femi Akinde, is an e-commerce firm that is meant to ease the exchange of goods and widen the online markets for Africans. He founded Mobiashara, a mobile technology that allows users to search for and purchase products via text message. This technology provides retailer's information and inventory, and also partners with mobile payment providers such as M-PESA and MTN so that someone can make a purchase with a press of a button on their mobile device. With partners such as Aero Airlines, Slimtrader even facilitates once-in-a-lifetime transactions such as buying plane tickets. In addition to its mobile technology, Slim Trader also offers a variety of other products and services, such as online shopping, and has partnered with a number of other African companies to provide a range of products and""]",0.102564103,0,0.068376068,0.068376068,22.84442006
bart_finetune,12,"['Across the African continent, internet penetration is low, computers are often too expensive to purchase, and online business transactions can be logistically complicated to execute.']","['Mobile phones have become the most popular form of communication in Africa, according to a new report.']",0.095238095,0,0.095238095,0.095238095,17.6242017
bert,12,"['Across the African continent, internet penetration is low, computers are often too expensive to purchase, and online business transactions can be logistically complicated to execute.']","['Mobile demographic One such collaboration of Umuntu/Mimiboard is the relationship the company has with Primedia Online, which represents Umuntu in the digital ad business. E-commerce shouldn\'t be in desktop form for Africa, I think the focused efforts on the mobile side of e-commerce will change the way business is done in this continent,"" she says. ""']",0.142857143,0,0.095238095,0.095238095,29.92280134
baseline,13,['A West Yorkshire care home which built its own sealed visiting booth said it has been inundated with messages from other homes asking how it was done.'],"[""The wood and plastic booth was built around a patio door at Vicarage Court, Featherstone, in under three hours. Director Jagjit Singh, who built the pod with a staff member, posted a picture on the home's Facebook page and it got thousands of views and messages. Almost 50 care homes have been in touch to ask where they can get one.""]",0.247191011,0,0.112359551,0.112359551,33.64150955
